iter	Logloss
392	0.2373415387
393	0.2373014959
394	0.2372697283
395	0.2372076162
396	0.2371690814
397	0.2370918592
398	0.2370256297
399	0.2369901174
400	0.236955218
401	0.2368976529
402	0.2368481763
403	0.2368089714
404	0.2367799555
405	0.236754631
406	0.2367098541
407	0.2366783473
408	0.2366441612
409	0.2366056239
410	0.2365672976
411	0.2365326093
412	0.2365063731
413	0.2364680862
414	0.2364218814
415	0.2363757312
416	0.2363348694
417	0.2363004061
418	0.2362685382
419	0.2362303708
420	0.2361842397
421	0.2361344299
422	0.2360951538
423	0.2360529798
424	0.2359995931
425	0.2359662336
426	0.2359138832
427	0.2358736064
428	0.2358230693
429	0.2357519862
430	0.2356898804
431	0.2356214434
432	0.2355937297
433	0.235563605
434	0.2355287234
435	0.2354821777
436	0.2354474258
437	0.2354043795
438	0.2353751945
439	0.2353298632
440	0.235284331
441	0.2352389018
442	0.2352114703
443	0.2351636988
444	0.2351365522
445	0.2351058884
446	0.2350860863
447	0.2350615323
448	0.2350269203
449	0.2349915454
450	0.234947169
451	0.2349325523
452	0.2349041519
453	0.2348761724
454	0.2348421122
455	0.2348227717
456	0.2347831116
457	0.2347583313
458	0.2347333794
459	0.2347028923
460	0.2346790899
461	0.2346540833
462	0.2346049995
463	0.2345722949
464	0.2345430349
465	0.2345229149
466	0.2344850299
467	0.2344443258
468	0.234399011
469	0.2343615328
470	0.2343277893
471	0.2342832845
472	0.2342578087
473	0.2342232094
474	0.2341864166
475	0.2341546033
476	0.2341316185
477	0.234097997
478	0.2340603994
479	0.2340377579
480	0.2340160332
481	0.2339935811
482	0.233970665
483	0.2339432983
484	0.2339055456
485	0.2338719762
486	0.2338275744
487	0.2337979444
488	0.2337752546
489	0.2337451782
490	0.2337109273
491	0.2336739349
492	0.2336527774
493	0.2336277275
494	0.233603138
495	0.2335862096
496	0.2335486132
497	0.2335259883
498	0.2335014496
499	0.2334744288
500	0.2334475962
501	0.2334178149
502	0.233360171
503	0.2333294169
504	0.2332916908
505	0.2332588552
506	0.2332334824
507	0.2332116394
508	0.2331652222
509	0.2331473859
510	0.2330866725
511	0.2330539144
512	0.2330337385
513	0.2330107193
514	0.2329856669
515	0.2329542427
516	0.2329264323
517	0.2329098689
518	0.2328776232
519	0.232848657
520	0.2328120473
521	0.2327903875
522	0.2327641462
523	0.232736824
524	0.2327086538
525	0.2326657944
526	0.2326471799
527	0.2326285617
528	0.2326032168
529	0.23258078
530	0.232551698
531	0.2325114174
532	0.2324863701
533	0.2324406586
534	0.2324187686
535	0.2324002291
536	0.2323547122
537	0.2323161952
538	0.232294323
539	0.2322667122
540	0.2322167549
541	0.2321832326
542	0.2321426023
543	0.232120945
544	0.2320992444
545	0.232083257
546	0.2320540199
547	0.2320212936
548	0.2319736036
549	0.2319438146
550	0.2319284286
551	0.231912871
552	0.2318829816
553	0.2318565381
554	0.231829862
555	0.2317989782
556	0.2317551053
557	0.2317331187
558	0.231706782
559	0.2316816381
560	0.2316610057
561	0.2316286214
562	0.231607193
563	0.2315869408
564	0.2315441742
565	0.231523009
566	0.2315029615
567	0.2314705633
568	0.2314472605
569	0.2314247093
570	0.2314068489
571	0.2313799896
572	0.2313505389
573	0.2313277893
574	0.2312997437
575	0.231286176
576	0.2312737236
577	0.2312470169
578	0.2312177391
579	0.2311979141
580	0.2311821925
581	0.2311586304
582	0.2311242383
583	0.2311071294
584	0.2310897484
585	0.2310636876
586	0.2310462456
587	0.2310369288
588	0.231018369
589	0.2309997826
590	0.2309830691
591	0.2309604441
592	0.2309462509
593	0.2309285304
594	0.2309055036
595	0.2308805072
596	0.2308446782
597	0.230830335
598	0.2308001836
599	0.2307790095
600	0.2307556267
601	0.2307344742
602	0.2307175814
603	0.2306820361
604	0.2306621195
605	0.2306392873
606	0.2306185201
607	0.2305938911
608	0.2305694796
609	0.2305401827
610	0.230523613
611	0.2305067329
612	0.2304869995
613	0.2304599177
614	0.2304419594
615	0.2304015032
616	0.2303733114
617	0.2303284887
618	0.2303018901
619	0.2302799937
620	0.230257089
621	0.2302298508
622	0.2302106412
623	0.2301740532
624	0.2301486956
625	0.2301270968
626	0.2300994759
627	0.2300768229
628	0.2300467771
629	0.2300338593
630	0.2300190976
631	0.2299912376
632	0.2299785754
633	0.2299595451
634	0.2299479472
635	0.2299213168
636	0.2299080137
637	0.2298918177
638	0.2298692843
639	0.2298559113
640	0.2298300006
641	0.2298155085
642	0.2297987442
643	0.2297797699
644	0.2297701136
645	0.2297532336
646	0.2297278112
647	0.2297049929
648	0.2296854757
649	0.2296608696
650	0.2296245499
651	0.229595192
652	0.2295731901
653	0.2295608622
654	0.2295302404
655	0.2295131009
656	0.229501255
657	0.229472683
658	0.2294490814
659	0.2294363988
660	0.2294030647
661	0.2293731651
662	0.2293348338
663	0.2293213196
664	0.2293025691
665	0.2292792447
666	0.2292625758
667	0.2292436142
668	0.2292239812
669	0.2292004471
670	0.2291861229
671	0.2291691551
672	0.2291570282
673	0.2291330172
674	0.229104908
675	0.2290834185
676	0.2290660311
677	0.2290493164
678	0.229034757
679	0.2290063947
680	0.2289921595
681	0.2289834976
682	0.2289531873
683	0.228935126
684	0.2289210917
685	0.2289083328
686	0.2288900528
687	0.2288798205
688	0.2288589859
689	0.2288149465
690	0.2288026848
691	0.2287660522
692	0.2287464956
693	0.2287267431
694	0.2287086652
695	0.2286917979
696	0.2286711591
697	0.2286588109
698	0.2286172523
699	0.2285988185
700	0.2285665677
701	0.2285422592
702	0.228533493
703	0.2285212784
704	0.2285071538
705	0.2284940656
706	0.228469588
707	0.228450278
708	0.2284324684
709	0.2284197464
710	0.2283950653
711	0.2283791618
712	0.228358167
713	0.2283388608
714	0.2283191452
715	0.2283030408
716	0.2282879601
717	0.228265049
718	0.2282514725
719	0.2282392413
720	0.2282099965
721	0.2281784477
722	0.228161452
723	0.2281496099
724	0.2281336441
725	0.2281186142
726	0.2281072311
727	0.2280845909
728	0.2280703138
729	0.2280646311
730	0.2280535164
731	0.2280357793
732	0.2280216535
733	0.2280010249
734	0.2279873136
735	0.2279622917
736	0.227939621
737	0.2279286613
738	0.2279055888
739	0.2278850263
740	0.2278679428
741	0.2278488973
742	0.2278262151
743	0.2278100942
744	0.2277943789
745	0.2277585182
746	0.2277462591
747	0.2277262917
748	0.2276984634
749	0.2276862971
750	0.2276724141
751	0.2276578611
752	0.2276427854
753	0.2276264407
754	0.2275959587
755	0.2275752932
756	0.2275590998
757	0.2275381063
758	0.2275213292
759	0.2275019379
760	0.2274718107
761	0.2274519895
762	0.2274345525
763	0.2274123726
764	0.2273924192
765	0.2273718096
766	0.2273632444
767	0.2273448359
768	0.2273248571
769	0.2273099556
770	0.2272964567
771	0.2272783623
772	0.2272589188
773	0.2272440249
774	0.227228948
775	0.2272037226
776	0.2271941147
777	0.2271722298
778	0.2271550001
779	0.2271394361
780	0.2271140378
781	0.2270885938
782	0.2270720596
783	0.2270499802
784	0.2270377172
785	0.2270106544
786	0.2269893468
787	0.2269662565
788	0.2269498456
789	0.2269334195
790	0.2269224091
791	0.2269047178
792	0.2268841349
793	0.226864886
794	0.2268480746
795	0.2268324076
796	0.2268135376
797	0.2267944667
798	0.226785291
799	0.2267764511
800	0.2267534561
801	0.2267366524
802	0.2267224388
803	0.2267042618
804	0.2266904386
805	0.2266715355
806	0.2266578191
807	0.2266367925
808	0.2266200282
809	0.2266097412
810	0.2265981572
811	0.2265833575
812	0.2265653127
813	0.2265503858
814	0.2265332286
815	0.2265163434
816	0.2265046272
817	0.2264911156
818	0.2264803963
819	0.2264524829
820	0.2264406344
821	0.2264258919
822	0.2264092356
823	0.2263974406
824	0.2263828964
825	0.2263695196
826	0.2263506177
827	0.2263167267
828	0.2262984085
829	0.2262846095
830	0.2262682076
831	0.2262538948
832	0.2262331899
833	0.2262171605
834	0.2262003098
835	0.2261798719
836	0.2261605682
837	0.2261264216
838	0.2261114159
839	0.2261007233
840	0.2260829124
841	0.226068353
842	0.2260541484
843	0.2260411606
844	0.2260291545
845	0.2260074832
846	0.225986735
847	0.2259697762
848	0.225949379
849	0.2259332822
850	0.225916317
851	0.2259033941
852	0.2258911298
853	0.225877037
854	0.225853302
855	0.2258351377
856	0.2258110962
857	0.22577712
858	0.2257559992
859	0.2257407748
860	0.2257258975
861	0.2256992073
862	0.2256843402
863	0.2256707522
864	0.2256606852
865	0.2256426709
866	0.2256299922
867	0.2256129061
868	0.2255794652
869	0.225553908
870	0.2255359675
871	0.225525725
872	0.2254981384
873	0.2254755478
874	0.2254650942
875	0.2254479599
876	0.2254271812
877	0.225412
878	0.2254001999
879	0.2253896764
880	0.2253743223
881	0.2253521004
882	0.2253265088
883	0.2252993635
884	0.2252827454
885	0.2252685254
886	0.2252558339
887	0.2252413292
888	0.225231987
889	0.2252035535
890	0.2251795171
891	0.2251678772
892	0.2251551577
893	0.2251422844
894	0.22512736
895	0.2251198133
896	0.225102548
897	0.2250804596
898	0.2250476316
899	0.225037276
900	0.2250193609
901	0.2250013898
902	0.2249874713
903	0.2249706612
904	0.2249513448
905	0.2249337947
906	0.2249177717
907	0.2248991776
908	0.224878226
909	0.2248571523
910	0.2248444468
911	0.2248300298
912	0.224816597
913	0.224799146
914	0.2247760302
915	0.2247539927
916	0.2247243322
917	0.2247061361
918	0.2246977094
919	0.2246862221
920	0.2246673826
921	0.224657973
922	0.2246410688
923	0.2246218351
924	0.2246053912
925	0.2245806465
926	0.2245662893
927	0.2245472628
928	0.2245332095
929	0.2245186666
930	0.2244988645
931	0.2244872716
932	0.2244676743
933	0.2244512812
934	0.2244399935
935	0.2244246546
936	0.2244089826
937	0.2243910472
938	0.224372846
939	0.2243627218
940	0.2243383293
941	0.2243229116
942	0.2243041725
943	0.2242860565
944	0.2242713801
945	0.2242596105
946	0.2242436091
947	0.2242229335
948	0.2242069893
949	0.2241929512
950	0.2241795108
951	0.2241634153
952	0.2241441701
953	0.2241269048
954	0.2241113752
955	0.2240985985
956	0.2240904821
957	0.2240709394
958	0.2240465228
959	0.2240343806
960	0.224010999
961	0.2239994214
962	0.2239873047
963	0.2239744987
964	0.2239604912
965	0.2239290619
966	0.2239205195
967	0.2239092395
968	0.2238928401
969	0.2238789126
970	0.2238668836
971	0.2238577054
972	0.2238424199
973	0.2238240267
974	0.2238029493
975	0.2237916629
976	0.2237748693
977	0.2237435112
978	0.2237331785
979	0.2237200902
980	0.2237000682
981	0.2236853854
982	0.223670255
983	0.2236544355
984	0.2236398633
985	0.2236209005
986	0.2236023115
987	0.223588122
988	0.2235735359
989	0.2235430628
990	0.22353088
991	0.223512694
992	0.2234991824
993	0.2234799639
994	0.2234651604
995	0.2234400241
996	0.223425017
997	0.2234082616
998	0.223389782
999	0.2233742981
